region,oktmo,lat_round,lon_round,companies_count,high_risk_companies
adygeya,79701000001.0,44.587,40.135,1,0
adygeya,79701000001.0,44.59,40.126,1,0
adygeya,79701000001.0,44.59,40.134,1,0
adygeya,79701000001.0,44.591,40.132,1,0
adygeya,79701000001.0,44.592,40.115,1,0
adygeya,79701000001.0,44.594,40.076,1,0
adygeya,79701000001.0,44.595,40.092,1,0
adygeya,79701000001.0,44.596,40.123,2,0
adygeya,79701000001.0,44.599,40.065,1,0
adygeya,79701000001.0,44.599,40.079,1,0
adygeya,79701000001.0,44.599,40.126,1,0
adygeya,79701000001.0,44.6,40.064,1,0
adygeya,79701000001.0,44.601,40.079,2,0
adygeya,79701000001.0,44.603,40.086,2,0
adygeya,79701000001.0,44.605,40.096,1,0
adygeya,79701000001.0,44.606,40.104,1,0
adygeya,79701000001.0,44.606,40.107,1,0
adygeya,79701000001.0,44.606,40.109,3,0
adygeya,79701000001.0,44.607,40.102,1,0
adygeya,79701000001.0,44.608,40.081,1,0
adygeya,79701000001.0,44.608,40.085,1,0
adygeya,79701000001.0,44.608,40.105,2,0
adygeya,79701000001.0,44.61,40.082,7,0
adygeya,79701000001.0,44.61,40.117,3,0
adygeya,79701000001.0,44.611,40.089,4,0
adygeya,79701000001.0,44.612,40.11,5,0
adygeya,79701000001.0,44.613,40.108,3,0
adygeya,79701000001.0,44.614,40.094,2,0
adygeya,79701000001.0,44.615,40.064,4,0
adygeya,79701000001.0,44.615,40.102,2,0
adygeya,79701000001.0,44.615,40.11,2,0
adygeya,79701000001.0,44.619,40.064,2,0
adygeya,79701000001.0,44.619,40.108,2,0
adygeya,79701000001.0,44.62,40.07,1,0
adygeya,79701000001.0,44.62,40.105,1,0
adygeya,79701000001.0,44.622,40.065,2,0
adygeya,79701000001.0,44.623,40.056,3,0
adygeya,79701000001.0,44.624,40.105,7,0
adygeya,79701000001.0,44.626,40.074,1,0
adygeya,79701000001.0,44.627,40.074,1,0
adygeya,79701000001.0,44.628,40.0,1,0
adygeya,79701000001.0,44.629,40.129,1,0
adygeya,79701000001.0,44.631,40.092,1,0
adygeya,79701000001.0,44.634,40.118,1,0
adygeya,79703000001.0,44.877,39.19,5,0
adygeya,79703000001.0,44.879,39.189,2,0
adygeya,79703000001.0,44.88,39.189,2,0
adygeya,79703000001.0,44.883,39.191,3,0
adygeya,79703000001.0,44.883,39.192,2,0
adygeya,79703000001.0,44.885,39.182,1,0
adygeya,79703000106.0,44.882,39.2,1,0
altai rep.,84610405101.0,49.934,88.602,1,0
altai rep.,84610430101.0,49.974,88.645,1,0
altai rep.,84610430101.0,49.991,88.652,1,0
altai rep.,84610430101.0,49.992,88.665,1,0
altai rep.,84610430101.0,49.994,88.679,1,0
altai rep.,84610430101.0,49.995,88.66,1,0
altai rep.,84610430101.0,50.009,88.691,1,0
altai rep.,84610430101.0,50.021,88.675,1,0
altai rep.,84610435106.0,50.216,87.939,1,0
altai rep.,84615407101.0,51.783,86.055,2,0
altai rep.,84615425101.0,51.896,85.987,1,0
altai rep.,84615425106.0,51.979,85.998,1,0
altai rep.,84615430101.0,51.986,85.886,3,0
altai rep.,84615430101.0,51.991,85.881,6,0
altai rep.,84615430101.0,51.992,85.879,7,0
altai rep.,84615430101.0,51.994,85.891,2,0
altai rep.,84615430101.0,51.994,85.893,3,0
altai rep.,84615430101.0,52.001,85.891,5,0
altai rep.,84615430101.0,52.001,85.898,2,0
altai rep.,84615430101.0,52.002,85.887,2,0
altai rep.,84615430101.0,52.002,85.893,1,0
altai rep.,84615430101.0,52.002,85.902,1,0
altai rep.,84615430101.0,52.004,85.894,1,0
altai rep.,84615430101.0,52.004,85.902,3,0
altai rep.,84615430101.0,52.005,85.879,1,0
altai rep.,84615430101.0,52.008,85.883,1,0
altai rep.,84615430101.0,52.008,85.909,2,0
altai rep.,84615430101.0,52.013,85.905,4,0
altai rep.,84615430101.0,52.02,85.912,1,0
altai rep.,84615430101.0,52.023,85.917,1,0
altai rep.,84615435101.0,51.826,85.784,1,0
altai rep.,84615435101.0,51.831,85.779,2,0
altai rep.,84615455101.0,51.728,85.738,1,0
altai rep.,84620440101.0,50.854,85.975,1,0
altai rep.,84620445101.0,50.745,86.139,4,0
altai rep.,84620445101.0,50.746,86.132,1,0
altai rep.,84620445101.0,50.754,86.136,1,0
altai rep.,84620445101.0,50.761,86.123,1,0
altai rep.,84625405101.0,51.788,87.244,2,0
altai rep.,84625405101.0,51.799,87.275,1,0
altai rep.,84625405106.0,51.784,87.263,1,0
altai rep.,84625410101.0,51.924,87.66,1,0
altai rep.,84625470106.0,52.04,87.091,1,0
altai rep.,84625475101.0,52.245,87.111,1,0
altai rep.,84625475101.0,52.252,87.115,5,0
altai rep.,84625475101.0,52.252,87.144,1,0
altai rep.,84625475101.0,52.26,87.118,4,0
altai rep.,84625475106.0,52.373,87.356,1,0
altai rep.,84630405101.0,50.31,87.601,1,0
altai rep.,84630435101.0,50.621,87.946,1,0
altai rep.,84630435101.0,50.623,87.924,1,0
altai rep.,84635450101.0,50.796,84.813,1,0
altai rep.,84635465101.0,50.923,84.771,1,0
altai rep.,84635465101.0,50.933,84.766,1,0
altai rep.,84635465101.0,50.938,84.77,1,0
altai rep.,84635470101.0,51.232,84.754,1,0
altai rep.,84640415126.0,50.182,85.989,1,0
altai rep.,84640475101.0,50.27,85.617,2,0
altai rep.,84640475101.0,50.275,85.597,1,0
altai rep.,84640475101.0,50.276,85.632,1,0
altai rep.,84640475106.0,50.285,85.653,1,0
altai rep.,84640485101.0,50.269,85.963,1,0
altai rep.,84643440106.0,51.055,86.113,1,0
altai rep.,84643445101.0,51.525,85.942,2,0
altai rep.,84643455101.0,51.385,86.026,1,0
altai rep.,84643455101.0,51.391,86.032,1,0
altai rep.,84643455101.0,51.407,86.004,2,0
altai rep.,84643455101.0,51.408,86.006,1,0
altai rep.,84643455101.0,51.409,86.001,2,0
altai rep.,84643455101.0,51.412,86.004,1,0
altai rep.,84643455101.0,51.419,85.999,1,0
altai rep.,84643460101.0,51.588,85.832,2,0
altai rep.,84643470101.0,51.459,85.988,1,0
altai rep.,84643470101.0,51.474,85.992,1,0
altai rep.,84645430101.0,51.763,86.69,1,0
altai rep.,84645430101.0,51.767,86.692,1,0
altai rep.,84645440131.0,52.008,86.463,2,0
altai rep.,84645460101.0,52.007,86.543,1,0
altai rep.,84650430101.0,51.233,85.902,1,0
altai rep.,84650455101.0,51.625,85.663,1,0
altai rep.,84650492101.0,51.282,85.664,1,0
altai rep.,84650492101.0,51.309,85.675,1,0
altai rep.,84650492106.0,51.418,85.616,1,0
altai rep.,84701000001.0,51.928,85.986,1,0
altai rep.,84701000001.0,51.929,85.982,1,0
altai rep.,84701000001.0,51.931,85.912,1,0
altai rep.,84701000001.0,51.931,85.974,1,0
altai rep.,84701000001.0,51.937,85.97,1,0
altai rep.,84701000001.0,51.938,85.968,2,0
altai rep.,84701000001.0,51.943,85.913,1,0
altai rep.,84701000001.0,51.945,85.902,1,0
altai rep.,84701000001.0,51.945,85.905,1,0
altai rep.,84701000001.0,51.946,85.91,1,0
altai rep.,84701000001.0,51.946,85.967,1,0
altai rep.,84701000001.0,51.948,85.97,1,0
altai rep.,84701000001.0,51.949,85.97,1,0
altai rep.,84701000001.0,51.95,85.926,1,0
altai rep.,84701000001.0,51.952,85.965,5,0
altai rep.,84701000001.0,51.952,85.971,1,0
altai rep.,84701000001.0,51.954,85.928,27,0
altai rep.,84701000001.0,51.955,85.906,1,0
altai rep.,84701000001.0,51.955,85.945,1,0
altai rep.,84701000001.0,51.956,85.925,1,0
altai rep.,84701000001.0,51.956,85.935,1,0
altai rep.,84701000001.0,51.956,85.957,3,0
altai rep.,84701000001.0,51.957,85.938,1,0
altai rep.,84701000001.0,51.957,85.95,20,0
altai rep.,84701000001.0,51.958,85.964,9,0
altai rep.,84701000001.0,51.958,85.969,5,0
altai rep.,84701000001.0,51.958,85.974,1,0
altai rep.,84701000001.0,51.959,85.96,5,0
altai rep.,84701000001.0,51.96,85.952,2,0
altai rep.,84701000001.0,51.961,85.893,1,0
altai rep.,84701000001.0,51.961,85.91,1,0
altai rep.,84701000001.0,51.961,85.915,1,0
altai rep.,84701000001.0,51.961,85.959,2,0
altai rep.,84701000001.0,51.961,85.965,1,0
altai rep.,84701000001.0,51.962,85.906,3,0
altai rep.,84701000001.0,51.963,85.978,1,0
altai rep.,84701000001.0,51.965,85.977,1,0
altai rep.,84701000001.0,51.966,85.902,1,0
altai rep.,84701000001.0,51.968,85.907,1,0
altai rep.,84701000001.0,51.971,85.907,1,0
altai rep.,84701000001.0,51.972,85.901,1,0
altai rep.,84701000001.0,51.974,85.898,1,0
altai rep.,84701000001.0,51.976,85.958,1,0
altai rep.,84701000001.0,51.98,85.894,1,0
altai terr.,1601402101.0,52.47,82.724,1,0
altai terr.,1601402101.0,52.472,82.723,1,0
altai terr.,1601420101.0,52.239,83.301,1,0
altai terr.,1601432103.0,52.306,82.484,1,0
altai terr.,1601460101.0,53.91,85.409,1,0
altai terr.,1601485101.0,52.418,82.685,1,0
altai terr.,1601496101.0,52.477,82.849,1,0
altai terr.,1602405101.0,51.93,85.817,1,0
altai terr.,1602405111.0,51.916,85.851,1,0
altai terr.,1602407101.0,51.945,85.337,3,0
altai terr.,1602407101.0,51.95,85.337,4,0
altai terr.,1602407101.0,51.952,85.339,1,0
altai terr.,1602407101.0,51.961,85.338,2,0
altai terr.,1602407101.0,51.976,85.345,1,0
altai terr.,1602412101.0,52.92,84.717,1,0
altai terr.,1603407101.0,53.263,80.773,1,0
altai terr.,1603419101.0,53.4,80.59,1,0
altai terr.,1603437103.0,53.321,80.351,1,0
altai terr.,1604424101.0,53.764,79.889,1,0
altai terr.,1604437101.0,52.475,85.258,1,0
altai terr.,1604455101.0,52.57,85.503,1,0
altai terr.,1604455101.0,52.57,85.504,1,0
altai terr.,1604455106.0,52.547,85.416,1,0
altai terr.,1604459101.0,52.555,85.334,1,0
altai terr.,1604459101.0,52.557,85.338,1,0
altai terr.,1604459101.0,52.565,85.338,1,0
altai terr.,1604459106.0,52.574,85.315,1,0
altai terr.,1604470101.0,51.736,81.202,1,0
altai terr.,1604470101.0,52.582,85.255,1,0
altai terr.,1604470101.0,52.588,85.254,1,0
altai terr.,1604470101.0,52.592,85.257,1,0
altai terr.,1604483101.0,52.42,85.697,1,0
altai terr.,1604488101.0,52.562,85.751,1,0
altai terr.,1604488101.0,52.572,85.78,1,0
altai terr.,1605151051.0,52.822,79.895,1,0
altai terr.,1605151051.0,52.832,79.875,1,0
altai terr.,1605151051.0,52.839,79.875,1,0
altai terr.,1605151051.0,52.842,79.864,1,0
altai terr.,1605157051.0,52.78,79.844,1,0
altai terr.,1607405101.0,52.368,84.37,1,0
altai terr.,1608421101.0,52.017,80.365,1,0
altai terr.,1608421101.0,52.017,80.374,1,0
altai terr.,1609422106.0,51.721,80.845,1,0
altai terr.,1609433101.0,51.753,80.896,1,0
altai terr.,1609444101.0,51.736,81.202,1,0
altai terr.,1609455101.0,51.889,81.001,2,0
altai terr.,1610422101.0,53.251,86.259,1,0
altai terr.,1611434101.0,52.838,80.913,1,0
altai terr.,1612426101.0,53.997,84.752,1,0
altai terr.,1612459101.0,54.089,84.813,1,0
altai terr.,1612470101.0,53.997,84.542,1,0
altai terr.,1612481101.0,54.014,84.28,1,0
altai terr.,1613434106.0,53.552,84.896,1,0
altai terr.,1613460101.0,53.803,85.115,1,0
altai terr.,1613468106.0,53.565,84.378,1,0
altai terr.,1613494101.0,53.543,84.504,1,0
altai terr.,1614101001.0,51.154,82.198,1,0
altai terr.,1614101001.0,51.163,82.191,1,0
altai terr.,1615427101.0,52.9,83.557,1,0
altai terr.,1615427101.0,52.906,83.518,1,0
altai terr.,1615457101.0,53.086,83.375,1,0
altai terr.,1615457101.0,53.095,83.37,1,0
altai terr.,1616101001.0,53.775,81.289,1,0
altai terr.,1616101001.0,53.775,81.291,1,0
altai terr.,1616101001.0,53.775,81.316,1,0
altai terr.,1616101001.0,53.778,81.32,1,0
altai terr.,1616101001.0,53.787,81.357,1,0
altai terr.,1616101001.0,53.789,81.331,4,0
altai terr.,1616101001.0,53.8,81.308,2,0
altai terr.,1616101001.0,53.801,81.345,1,0
altai terr.,1616101001.0,53.802,81.326,1,0
altai terr.,1616101001.0,53.802,81.341,1,0
altai terr.,1616101001.0,53.803,81.325,1,0
altai terr.,1616101001.0,53.807,81.313,1,0
altai terr.,1617424101.0,53.969,81.481,1,0
altai terr.,1618414101.0,53.494,84.651,1,0
altai terr.,1618460101.0,53.194,84.593,1,0
altai terr.,1618460101.0,53.198,84.593,1,0
altai terr.,1618466101.0,53.416,84.751,1,0
altai terr.,1619423101.0,52.296,86.173,1,0
altai terr.,1619445111.0,52.192,86.35,1,0
altai terr.,1620430101.0,51.682,82.766,2,0
altai terr.,1620442101.0,51.61,82.943,1,0
altai terr.,1622460101.0,52.552,78.933,1,0
altai terr.,1622460101.0,52.575,78.961,1,0
altai terr.,1623477101.0,51.71,82.483,1,0
altai terr.,1625101001.0,50.987,81.466,1,0
altai terr.,1625101001.0,50.987,81.478,1,0
altai terr.,1625101001.0,50.996,81.462,1,0
altai terr.,1625440101.0,50.954,81.799,1,0
altai terr.,1626449101.0,52.687,81.594,1,0
altai terr.,1627154051.0,51.672,79.776,1,0
altai terr.,1627416101.0,51.822,79.763,1,0
altai terr.,1628433101.0,52.207,81.216,1,0
altai terr.,1629466101.0,52.605,85.036,1,0
altai terr.,1629480101.0,52.537,84.773,1,0
altai terr.,1630403101.0,53.233,82.727,1,0
altai terr.,1630437101.0,53.267,83.383,1,0
altai terr.,1630437101.0,53.269,83.379,1,0
altai terr.,1630460101.0,53.307,82.993,1,0
altai terr.,1630460101.0,53.313,82.99,1,0
altai terr.,1630460101.0,53.328,82.952,1,0
altai terr.,1630460101.0,53.337,82.931,1,0
altai terr.,1630462101.0,53.31,83.034,1,0
altai terr.,1630473101.0,53.202,83.338,1,0
altai terr.,1631456101.0,53.823,80.333,1,0
altai terr.,1631489111.0,53.827,80.078,1,0
altai terr.,1632412101.0,53.334,84.195,1,0
altai terr.,1632412106.0,53.382,84.954,23,0
altai terr.,1632416101.0,53.38,83.42,1,0
altai terr.,1632416116.0,53.173,83.521,1,0
altai terr.,1632416116.0,53.38,83.999,1,0
altai terr.,1632416116.0,53.385,83.993,1,0
altai terr.,1632416116.0,53.385,83.998,1,0
altai terr.,1632420106.0,53.238,83.963,1,0
altai terr.,1632422101.0,53.499,83.843,1,0
altai terr.,1632422101.0,53.504,83.829,1,0
altai terr.,1632422101.0,53.505,83.837,1,0
altai terr.,1632422101.0,53.506,83.822,1,0
altai terr.,1632422101.0,53.513,83.849,1,0
altai terr.,1632422101.0,53.515,83.845,1,0
altai terr.,1632422101.0,53.517,83.839,1,0
altai terr.,1632422101.0,53.517,83.845,1,0
altai terr.,1632425101.0,53.409,84.31,1,0
altai terr.,1632430101.0,53.777,84.234,1,0
altai terr.,1632434101.0,53.477,83.883,1,0
altai terr.,1632434101.0,53.482,83.88,1,0
altai terr.,1632434101.0,53.485,83.888,1,0
altai terr.,1632434101.0,53.488,83.878,1,0
altai terr.,1632434101.0,53.488,83.882,1,0
altai terr.,1632434101.0,53.49,83.874,1,0
altai terr.,1632442101.0,53.497,84.198,1,0
altai terr.,1632445101.0,53.749,84.308,1,0
altai terr.,1632449101.0,52.606,85.273,1,0
altai terr.,1632449101.0,53.72,84.017,1,0
altai terr.,1632449101.0,53.722,84.004,1,0
altai terr.,1632454101.0,53.51,83.765,1,0
altai terr.,1632454101.0,53.512,83.768,1,0
altai terr.,1632454101.0,53.517,83.801,1,0
altai terr.,1632454101.0,53.526,83.776,1,0
altai terr.,1632472101.0,53.342,83.98,1,0
altai terr.,1632472101.0,53.345,83.952,1,0
altai terr.,1632472101.0,53.351,83.955,1,0
altai terr.,1632472101.0,53.351,83.974,1,0
altai terr.,1632472101.0,53.354,83.973,1,0
altai terr.,1632472106.0,53.309,83.976,1,0
altai terr.,1632472106.0,53.311,83.984,1,0
altai terr.,1632472106.0,53.313,83.97,2,0
altai terr.,1632472106.0,53.316,83.964,1,0
altai terr.,1632472106.0,53.317,83.955,1,0
altai terr.,1632472106.0,53.317,83.958,1,0
altai terr.,1632494121.0,53.651,83.756,1,0
altai terr.,1632494126.0,53.575,83.865,1,0
altai terr.,1633479101.0,51.966,84.128,1,0
altai terr.,1634495101.0,51.976,81.846,1,0
altai terr.,1634495101.0,51.977,81.824,1,0
altai terr.,1634495101.0,51.982,81.842,1,0
altai terr.,1634495101.0,51.984,81.83,1,0
altai terr.,1634495101.0,51.992,81.816,1,0
altai terr.,1634495101.0,51.994,81.835,1,0
altai terr.,1634495101.0,51.998,81.85,1,0
altai terr.,1634495101.0,52.004,81.822,1,0
altai terr.,1634495101.0,52.004,81.853,1,0
altai terr.,1635430101.0,53.064,82.5,1,0
altai terr.,1635464101.0,53.074,82.34,2,0
altai terr.,1635464101.0,53.076,82.338,1,0
altai terr.,1635464101.0,53.08,82.342,1,0
altai terr.,1636456101.0,52.501,80.224,1,0
altai terr.,1637422101.0,52.677,80.882,1,0
altai terr.,1638406101.0,51.58,81.265,1,0
altai terr.,1638418101.0,51.272,81.103,1,0
altai terr.,1638418101.0,51.277,81.092,1,0
altai terr.,1638420101.0,51.355,81.539,1,0
altai terr.,1638447111.0,51.452,81.484,1,0
altai terr.,1638451101.0,51.418,81.236,1,0
altai terr.,1638462101.0,51.458,81.184,1,0
altai terr.,1638462101.0,51.463,81.188,1,0
altai terr.,1638471101.0,52.712,81.629,1,0
altai terr.,1640405101.0,52.298,84.871,1,0
altai terr.,1640412136.0,52.425,85.079,1,0
altai terr.,1640456101.0,52.302,85.065,1,0
altai terr.,1640456101.0,52.303,85.076,1,0
altai terr.,1640456101.0,52.305,85.083,1,0
altai terr.,1640456101.0,52.309,85.072,1,0
altai terr.,1640456101.0,52.31,85.079,1,0
altai terr.,1640456101.0,52.313,85.076,1,0
altai terr.,1640456101.0,52.315,85.069,1,0
altai terr.,1642447101.0,52.199,85.455,1,0
altai terr.,1642452101.0,52.275,85.429,1,0
altai terr.,1642452101.0,52.277,85.421,1,0
altai terr.,1643434101.0,51.891,84.426,1,0
altai terr.,1643450101.0,51.652,84.314,1,0
altai terr.,1643450101.0,51.662,84.32,1,0
altai terr.,1643470101.0,51.51,84.466,1,0
altai terr.,1645460101.0,53.413,82.592,2,0
altai terr.,1646407101.0,52.784,78.753,1,0
altai terr.,1646407101.0,52.788,78.762,1,0
altai terr.,1646422101.0,52.994,78.858,1,0
altai terr.,1646455101.0,52.886,79.206,1,0
altai terr.,1647151051.0,53.81,83.552,2,0
altai terr.,1647151051.0,53.826,83.584,1,0
altai terr.,1647151051.0,53.83,83.579,2,0
altai terr.,1647151051.0,53.831,83.599,1,0
altai terr.,1647151051.0,53.833,83.57,2,0
altai terr.,1647424101.0,51.367,82.371,1,0
altai terr.,1647448106.0,53.81,83.702,1,0
altai terr.,1647448111.0,53.802,83.669,1,0
altai terr.,1647456101.0,53.661,83.689,1,0
altai terr.,1647456106.0,53.733,83.826,1,0
altai terr.,1647456111.0,53.691,83.676,1,0
altai terr.,1647473101.0,53.744,83.646,1,0
altai terr.,1649403101.0,52.767,83.16,1,0
altai terr.,1649407101.0,52.708,83.622,1,0
altai terr.,1649420101.0,52.617,83.387,1,0
altai terr.,1649424101.0,52.756,83.471,1,0
altai terr.,1649436111.0,52.853,83.053,1,0
altai terr.,1649447121.0,52.844,82.804,1,0
altai terr.,1649450101.0,52.884,83.107,1,0
altai terr.,1649462101.0,52.809,83.12,1,0
altai terr.,1649462101.0,52.811,83.112,1,0
altai terr.,1649462101.0,52.821,83.113,1,0
altai terr.,1649462101.0,52.824,83.116,1,0
altai terr.,1649462101.0,52.828,83.113,1,0
altai terr.,1649462101.0,52.83,83.139,1,0
altai terr.,1649462101.0,52.833,83.133,1,0
altai terr.,1650488101.0,50.934,82.376,1,0
altai terr.,1651408101.0,52.894,84.643,1,0
altai terr.,1651410101.0,53.185,82.462,6,0
altai terr.,1651434101.0,52.884,84.746,1,0
altai terr.,1651440101.0,52.918,84.736,1,0
altai terr.,1651457101.0,52.97,84.655,1,0
altai terr.,1651470101.0,52.967,84.921,1,0
altai terr.,1652458101.0,53.302,81.502,2,0
altai terr.,1652458101.0,53.317,81.505,1,0
altai terr.,1654455101.0,52.124,83.325,2,0
altai terr.,1654455101.0,52.13,83.301,1,0
altai terr.,1654455101.0,52.131,83.312,1,0
altai terr.,1655423101.0,52.229,83.605,1,0
altai terr.,1656480111.0,53.433,79.631,1,0
altai terr.,1657407106.0,52.92,85.639,1,0
altai terr.,1657430101.0,52.83,85.441,1,0
altai terr.,1657434101.0,52.872,85.506,1,0
altai terr.,1658420101.0,51.376,83.581,1,0
altai terr.,1658477101.0,51.311,83.425,1,0
altai terr.,1659480101.0,52.075,82.591,1,0
altai terr.,1659495101.0,52.219,82.262,1,0
altai terr.,1659495101.0,52.221,82.254,1,0
altai terr.,1659495101.0,52.222,82.253,1,0
altai terr.,1701000001.0,53.221,83.616,1,0
altai terr.,1701000001.0,53.224,83.604,1,0
altai terr.,1701000001.0,53.258,83.727,1,0
altai terr.,1701000001.0,53.271,83.734,26,0
altai terr.,1701000001.0,53.276,83.755,1,0
altai terr.,1701000001.0,53.285,83.757,1,0
altai terr.,1701000001.0,53.288,83.765,1,0
altai terr.,1701000001.0,53.292,83.802,3,0
altai terr.,1701000001.0,53.299,83.812,6,0
altai terr.,1701000001.0,53.302,83.614,1,0
altai terr.,1701000001.0,53.306,83.626,61,0
altai terr.,1701000001.0,53.308,83.622,4,0
altai terr.,1701000001.0,53.309,83.716,1,0
altai terr.,1701000001.0,53.311,83.641,8,0
altai terr.,1701000001.0,53.311,83.719,2,0
altai terr.,1701000001.0,53.311,83.766,1,0
altai terr.,1701000001.0,53.311,83.779,2,0
altai terr.,1701000001.0,53.312,83.728,2,0
altai terr.,1701000001.0,53.312,83.758,2,0
altai terr.,1701000001.0,53.312,83.775,2,0
altai terr.,1701000001.0,53.312,83.783,1,0
altai terr.,1701000001.0,53.316,83.779,1,0
altai terr.,1701000001.0,53.316,83.826,1,0
altai terr.,1701000001.0,53.317,83.76,1,0
altai terr.,1701000001.0,53.318,83.741,5,0
altai terr.,1701000001.0,53.319,83.748,37,0
altai terr.,1701000001.0,53.319,83.791,1,0
altai terr.,1701000001.0,53.321,83.777,1,0
altai terr.,1701000001.0,53.324,83.753,14,0
altai terr.,1701000001.0,53.324,83.759,1,0
altai terr.,1701000001.0,53.324,83.771,1,0
altai terr.,1701000001.0,53.324,83.787,57,0
altai terr.,1701000001.0,53.325,83.674,6,0
altai terr.,1701000001.0,53.326,83.754,110,0
altai terr.,1701000001.0,53.326,83.757,16,0
altai terr.,1701000001.0,53.326,83.792,2,0
altai terr.,1701000001.0,53.327,83.675,29,0
altai terr.,1701000001.0,53.328,83.768,10,0
altai terr.,1701000001.0,53.329,83.797,8,0
altai terr.,1701000001.0,53.33,83.684,20,0
altai terr.,1701000001.0,53.33,83.774,12,0
altai terr.,1701000001.0,53.33,83.788,11,0
altai terr.,1701000001.0,53.33,83.791,58,0
altai terr.,1701000001.0,53.33,83.804,4,0
altai terr.,1701000001.0,53.331,83.656,35,0
altai terr.,1701000001.0,53.331,83.673,25,0
altai terr.,1701000001.0,53.331,83.755,14,0
altai terr.,1701000001.0,53.331,83.777,2,0
altai terr.,1701000001.0,53.331,83.78,15,0
altai terr.,1701000001.0,53.331,83.789,63,0
altai terr.,1701000001.0,53.331,83.8,14,0
altai terr.,1701000001.0,53.332,83.601,6,0
altai terr.,1701000001.0,53.332,83.8,11,0
